match_id,date,home_team,visit_team,home_score,visit_score
400578293,2014-10-28 00:00:00,New Orleans Pelicans,Orlando Magic,101,84
400578295,2014-10-28 00:00:00,Los Angeles Lakers,Houston Rockets,90,108
400578294,2014-10-28 00:00:00,San Antonio Spurs,Dallas Mavericks,101,100
400578298,2014-10-29 00:00:00,Boston Celtics,Brooklyn Nets,121,105
400578302,2014-10-29 00:00:00,New York Knicks,Chicago Bulls,80,104
400578299,2014-10-29 00:00:00,Miami Heat,Washington Wizards,107,95
400578297,2014-10-29 00:00:00,Indiana Pacers,Philadelphia 76ers,103,91
400578300,2014-10-29 00:00:00,Toronto Raptors,Atlanta Hawks,109,102
400578306,2014-10-29 00:00:00,Sacramento Kings,Golden State Warriors,77,95
400578301,2014-10-29 00:00:00,Memphis Grizzlies,Minnesota Timberwolves,105,101
400578305,2014-10-29 00:00:00,Phoenix Suns,Los Angeles Lakers,119,99
400578304,2014-10-29 00:00:00,Utah Jazz,Houston Rockets,93,104
400578307,2014-10-29 00:00:00,Portland Trail Blazers,Oklahoma City Thunder,106,89
400578303,2014-10-29 00:00:00,Denver Nuggets,Detroit Pistons,89,79
400578296,2014-10-29 00:00:00,Charlotte Hornets,Milwaukee Bucks,108,106 OT
400578311,2014-10-30 00:00:00,Dallas Mavericks,Utah Jazz,120,102
400578309,2014-10-30 00:00:00,Minnesota Timberwolves,Detroit Pistons,97,91
400578310,2014-10-30 00:00:00,Cleveland Cavaliers,New York Knicks,90,95
400578312,2014-10-30 00:00:00,LA Clippers,Oklahoma City Thunder,93,90
400578308,2014-10-30 00:00:00,Orlando Magic,Washington Wizards,98,105
400578313,2014-10-31 00:00:00,Indiana Pacers,Memphis Grizzlies,89,97
400578318,2014-10-31 00:00:00,Los Angeles Lakers,LA Clippers,111,118
400578317,2014-10-31 00:00:00,Sacramento Kings,Portland Trail Blazers,103,94
400578314,2014-10-31 00:00:00,Chicago Bulls,Cleveland Cavaliers,108 OT,114
400578316,2014-10-31 00:00:00,Phoenix Suns,San Antonio Spurs,94,89
400578315,2014-10-31 00:00:00,Milwaukee Bucks,Philadelphia 76ers,93,81
400578326,2014-11-01 00:00:00,Houston Rockets,Boston Celtics,104,90
400578322,2014-11-01 00:00:00,Philadelphia 76ers,Miami Heat,96,114
400578321,2014-11-01 00:00:00,Orlando Magic,Toronto Raptors,95,108
400578325,2014-11-01 00:00:00,Detroit Pistons,Brooklyn Nets,90,102
400578330,2014-11-01 00:00:00,Golden State Warriors,Los Angeles Lakers,127,104
400578324,2014-11-01 00:00:00,Atlanta Hawks,Indiana Pacers,102,92
400578328,2014-11-01 00:00:00,Oklahoma City Thunder,Denver Nuggets,102,91
400578319,2014-11-01 00:00:00,New Orleans Pelicans,Dallas Mavericks,104,109
400578320,2014-11-01 00:00:00,Charlotte Hornets,Memphis Grizzlies,69,71
400578323,2014-11-01 00:00:00,Washington Wizards,Milwaukee Bucks,108,97
400578329,2014-11-01 00:00:00,Utah Jazz,Phoenix Suns,118,91
400578327,2014-11-01 00:00:00,Minnesota Timberwolves,Chicago Bulls,105,106
400578331,2014-11-02 00:00:00,LA Clippers,Sacramento Kings,92,98
400578334,2014-11-02 00:00:00,Portland Trail Blazers,Golden State Warriors,90,95
400578332,2014-11-02 00:00:00,Miami Heat,Toronto Raptors,107,102
400578333,2014-11-02 00:00:00,New York Knicks,Charlotte Hornets,96,93
400578340,2014-11-03 00:00:00,LA Clippers,Utah Jazz,107,101
400578337,2014-11-03 00:00:00,Memphis Grizzlies,New Orleans Pelicans,93,81
400578335,2014-11-03 00:00:00,Philadelphia 76ers,Houston Rockets,93,104
400578336,2014-11-03 00:00:00,Brooklyn Nets,Oklahoma City Thunder,116,85
400578339,2014-11-03 00:00:00,Denver Nuggets,Sacramento Kings,105,110
400578338,2014-11-03 00:00:00,Dallas Mavericks,Boston Celtics,118,113
400578346,2014-11-04 00:00:00,New Orleans Pelicans,Charlotte Hornets,100,91
400578342,2014-11-04 00:00:00,Miami Heat,Houston Rockets,91,108
400578347,2014-11-04 00:00:00,Portland Trail Blazers,Cleveland Cavaliers,101,82
400578345,2014-11-04 00:00:00,Chicago Bulls,Orlando Magic,98,90
400578344,2014-11-04 00:00:00,Toronto Raptors,Oklahoma City Thunder,100,88
400578343,2014-11-04 00:00:00,New York Knicks,Washington Wizards,83,98
400578348,2014-11-04 00:00:00,Los Angeles Lakers,Phoenix Suns,106,112
400578341,2014-11-04 00:00:00,Indiana Pacers,Milwaukee Bucks,81,87
400578360,2014-11-05 00:00:00,Golden State Warriors,LA Clippers,121,104
400578351,2014-11-05 00:00:00,Boston Celtics,Toronto Raptors,107,110
400578354,2014-11-05 00:00:00,Milwaukee Bucks,Chicago Bulls,86,95
400578358,2014-11-05 00:00:00,Utah Jazz,Cleveland Cavaliers,102,100
400578355,2014-11-05 00:00:00,Washington Wizards,Indiana Pacers,96,94 OT
400578353,2014-11-05 00:00:00,Detroit Pistons,New York Knicks,98,95
400578356,2014-11-05 00:00:00,San Antonio Spurs,Atlanta Hawks,94,92
400578352,2014-11-05 00:00:00,Brooklyn Nets,Minnesota Timberwolves,91,98
400578359,2014-11-05 00:00:00,Sacramento Kings,Denver Nuggets,131,109
400578349,2014-11-05 00:00:00,Charlotte Hornets,Miami Heat,96,89
400578350,2014-11-05 00:00:00,Philadelphia 76ers,Orlando Magic,89,91
400578357,2014-11-05 00:00:00,Phoenix Suns,Memphis Grizzlies,91,102
400578362,2014-11-06 00:00:00,Portland Trail Blazers,Dallas Mavericks,108,87
400578361,2014-11-06 00:00:00,Houston Rockets,San Antonio Spurs,98,81
400578367,2014-11-07 00:00:00,Brooklyn Nets,New York Knicks,110,99
400578364,2014-11-07 00:00:00,Orlando Magic,Minnesota Timberwolves,112,103 OT
400578366,2014-11-07 00:00:00,Boston Celtics,Indiana Pacers,101,98
400578368,2014-11-07 00:00:00,Detroit Pistons,Milwaukee Bucks,98,95
400578372,2014-11-07 00:00:00,Utah Jazz,Dallas Mavericks,82,105
400578373,2014-11-07 00:00:00,Denver Nuggets,Cleveland Cavaliers,101,110
400578371,2014-11-07 00:00:00,Phoenix Suns,Sacramento Kings,112 2OT,114
400578370,2014-11-07 00:00:00,Oklahoma City Thunder,Memphis Grizzlies,89,91
400578365,2014-11-07 00:00:00,Philadelphia 76ers,Chicago Bulls,115,118
400578369,2014-11-07 00:00:00,Toronto Raptors,Washington Wizards,103,84
400578363,2014-11-07 00:00:00,Charlotte Hornets,Atlanta Hawks,122,119 2OT
400578378,2014-11-08 00:00:00,Chicago Bulls,Boston Celtics,101,106
400578377,2014-11-08 00:00:00,Miami Heat,Minnesota Timberwolves,102,92
400578381,2014-11-08 00:00:00,San Antonio Spurs,New Orleans Pelicans,99,100
400578374,2014-11-08 00:00:00,LA Clippers,Portland Trail Blazers,106,102
400578380,2014-11-08 00:00:00,Milwaukee Bucks,Memphis Grizzlies,93,92
400578376,2014-11-08 00:00:00,Atlanta Hawks,New York Knicks,103,96
400578379,2014-11-08 00:00:00,Houston Rockets,Golden State Warriors,87,98
400578375,2014-11-08 00:00:00,Indiana Pacers,Washington Wizards,90,97
400578386,2014-11-09 00:00:00,Dallas Mavericks,Miami Heat,96,105
400578383,2014-11-09 00:00:00,Detroit Pistons,Utah Jazz,96,97
400578384,2014-11-09 00:00:00,Oklahoma City Thunder,Sacramento Kings,101,93
400578385,2014-11-09 00:00:00,Toronto Raptors,Philadelphia 76ers,120,88
400578389,2014-11-09 00:00:00,Los Angeles Lakers,Charlotte Hornets,107,92
400578387,2014-11-09 00:00:00,Phoenix Suns,Golden State Warriors,107,95
400578388,2014-11-09 00:00:00,Portland Trail Blazers,Denver Nuggets,116,100
400578382,2014-11-09 00:00:00,Brooklyn Nets,Orlando Magic,104,96
400578390,2014-11-10 00:00:00,Cleveland Cavaliers,New Orleans Pelicans,118,111
400578391,2014-11-10 00:00:00,Indiana Pacers,Utah Jazz,97,86
400578392,2014-11-10 00:00:00,New York Knicks,Atlanta Hawks,85,91
400578394,2014-11-10 00:00:00,LA Clippers,San Antonio Spurs,85,89
400578393,2014-11-10 00:00:00,Chicago Bulls,Detroit Pistons,102,91
400578400,2014-11-11 00:00:00,Golden State Warriors,San Antonio Spurs,100,113
400578396,2014-11-11 00:00:00,Memphis Grizzlies,Los Angeles Lakers,107,102
400578398,2014-11-11 00:00:00,Dallas Mavericks,Sacramento Kings,106,98
400578399,2014-11-11 00:00:00,Portland Trail Blazers,Charlotte Hornets,102,100
400578397,2014-11-11 00:00:00,Milwaukee Bucks,Oklahoma City Thunder,85,78
400578395,2014-11-11 00:00:00,Toronto Raptors,Orlando Magic,104,100
400578404,2014-11-12 00:00:00,Miami Heat,Indiana Pacers,75,81
400578405,2014-11-12 00:00:00,New York Knicks,Orlando Magic,95,97
400578403,2014-11-12 00:00:00,Boston Celtics,Oklahoma City Thunder,94,109
400578402,2014-11-12 00:00:00,Atlanta Hawks,Utah Jazz,100,97
400578401,2014-11-12 00:00:00,Washington Wizards,Detroit Pistons,107,103
400578407,2014-11-12 00:00:00,Denver Nuggets,Portland Trail Blazers,113,130
400578408,2014-11-12 00:00:00,Phoenix Suns,Brooklyn Nets,112,104
400578406,2014-11-12 00:00:00,New Orleans Pelicans,Los Angeles Lakers,109,102
400578409,2014-11-12 00:00:00,Minnesota Timberwolves,Houston Rockets,101,113
400578413,2014-11-13 00:00:00,Golden State Warriors,Brooklyn Nets,107,99
400578411,2014-11-13 00:00:00,Toronto Raptors,Chicago Bulls,93,100
400578412,2014-11-13 00:00:00,Dallas Mavericks,Philadelphia 76ers,123,70
400578410,2014-11-13 00:00:00,Memphis Grizzlies,Sacramento Kings,111,110
400578420,2014-11-14 00:00:00,New Orleans Pelicans,Minnesota Timberwolves,139,91
400578416,2014-11-14 00:00:00,Atlanta Hawks,Miami Heat,114,103
400578415,2014-11-14 00:00:00,Orlando Magic,Milwaukee Bucks,101,85
400578417,2014-11-14 00:00:00,Boston Celtics,Cleveland Cavaliers,121,122
400578423,2014-11-14 00:00:00,Los Angeles Lakers,San Antonio Spurs,80,93
400578419,2014-11-14 00:00:00,Houston Rockets,Philadelphia 76ers,88,87
400578422,2014-11-14 00:00:00,Phoenix Suns,Charlotte Hornets,95,103
400578418,2014-11-14 00:00:00,New York Knicks,Utah Jazz,100,102
400578421,2014-11-14 00:00:00,Oklahoma City Thunder,Detroit Pistons,89 OT,96
400578414,2014-11-14 00:00:00,Indiana Pacers,Denver Nuggets,87,108
400578433,2014-11-15 00:00:00,LA Clippers,Phoenix Suns,120,107
400578432,2014-11-15 00:00:00,Golden State Warriors,Charlotte Hornets,112,87
400578429,2014-11-15 00:00:00,Dallas Mavericks,Minnesota Timberwolves,131,117
400578427,2014-11-15 00:00:00,Chicago Bulls,Indiana Pacers,90,99
400578426,2014-11-15 00:00:00,Toronto Raptors,Utah Jazz,111,93
400578424,2014-11-15 00:00:00,Washington Wizards,Orlando Magic,98,93
400578431,2014-11-15 00:00:00,Sacramento Kings,San Antonio Spurs,94,91
400578430,2014-11-15 00:00:00,Portland Trail Blazers,Brooklyn Nets,97,87
400578428,2014-11-15 00:00:00,Memphis Grizzlies,Detroit Pistons,95,88
400578425,2014-11-15 00:00:00,Cleveland Cavaliers,Atlanta Hawks,127,94
400578434,2014-11-16 00:00:00,New York Knicks,Denver Nuggets,109,93
400578437,2014-11-16 00:00:00,Los Angeles Lakers,Golden State Warriors,115,136
400578435,2014-11-16 00:00:00,Miami Heat,Milwaukee Bucks,84,91
400578436,2014-11-16 00:00:00,Oklahoma City Thunder,Houston Rockets,65,69
400578445,2014-11-17 00:00:00,Portland Trail Blazers,New Orleans Pelicans,102,93
400578439,2014-11-17 00:00:00,Cleveland Cavaliers,Denver Nuggets,97,106
400578444,2014-11-17 00:00:00,San Antonio Spurs,Philadelphia 76ers,100,75
400578440,2014-11-17 00:00:00,Boston Celtics,Phoenix Suns,114,118
400578441,2014-11-17 00:00:00,Brooklyn Nets,Miami Heat,83,95
400578442,2014-11-17 00:00:00,Detroit Pistons,Orlando Magic,93,107
400578438,2014-11-17 00:00:00,Charlotte Hornets,Dallas Mavericks,80,107
400578446,2014-11-17 00:00:00,LA Clippers,Chicago Bulls,89,105
400578443,2014-11-17 00:00:00,Memphis Grizzlies,Houston Rockets,119,93
400578447,2014-11-18 00:00:00,Atlanta Hawks,Los Angeles Lakers,109,114
400578448,2014-11-18 00:00:00,Milwaukee Bucks,New York Knicks,117,113
400578449,2014-11-18 00:00:00,Utah Jazz,Oklahoma City Thunder,98,81
400578450,2014-11-18 00:00:00,Sacramento Kings,New Orleans Pelicans,100,106
400578459,2014-11-19 00:00:00,Minnesota Timberwolves,New York Knicks,115,99
400578451,2014-11-19 00:00:00,Cleveland Cavaliers,San Antonio Spurs,90,92
400578454,2014-11-19 00:00:00,Philadelphia 76ers,Boston Celtics,90,101
400578455,2014-11-19 00:00:00,Washington Wizards,Dallas Mavericks,102,105
400578452,2014-11-19 00:00:00,Indiana Pacers,Charlotte Hornets,88,86
400578457,2014-11-19 00:00:00,Detroit Pistons,Phoenix Suns,86,88
400578461,2014-11-19 00:00:00,Houston Rockets,Los Angeles Lakers,92,98
400578453,2014-11-19 00:00:00,Orlando Magic,LA Clippers,90,114
400578456,2014-11-19 00:00:00,Brooklyn Nets,Milwaukee Bucks,118 3OT,122
400578460,2014-11-19 00:00:00,Denver Nuggets,Oklahoma City Thunder,107,100
400578458,2014-11-19 00:00:00,Toronto Raptors,Memphis Grizzlies,96,92
400578462,2014-11-20 00:00:00,Miami Heat,LA Clippers,93,110
400578463,2014-11-20 00:00:00,Sacramento Kings,Chicago Bulls,103,88
400578464,2014-11-21 00:00:00,Charlotte Hornets,Orlando Magic,100,105
400578467,2014-11-21 00:00:00,Toronto Raptors,Milwaukee Bucks,124,82
400578473,2014-11-21 00:00:00,Denver Nuggets,New Orleans Pelicans,117,97
400578465,2014-11-21 00:00:00,Philadelphia 76ers,Phoenix Suns,96,122
400578466,2014-11-21 00:00:00,Atlanta Hawks,Detroit Pistons,99,89
400578472,2014-11-21 00:00:00,Dallas Mavericks,Los Angeles Lakers,140,106
400578471,2014-11-21 00:00:00,Washington Wizards,Cleveland Cavaliers,91,78
400578468,2014-11-21 00:00:00,Memphis Grizzlies,Boston Celtics,117,100
400578474,2014-11-21 00:00:00,Golden State Warriors,Utah Jazz,101,88
400578469,2014-11-21 00:00:00,Minnesota Timberwolves,San Antonio Spurs,92,121
400578475,2014-11-21 00:00:00,Portland Trail Blazers,Chicago Bulls,105,87
400578470,2014-11-21 00:00:00,Oklahoma City Thunder,Brooklyn Nets,92,94
400578479,2014-11-22 00:00:00,New York Knicks,Philadelphia 76ers,91,83
400578484,2014-11-22 00:00:00,Utah Jazz,New Orleans Pelicans,94,106
400578481,2014-11-22 00:00:00,Minnesota Timberwolves,Sacramento Kings,101,113
400578482,2014-11-22 00:00:00,Milwaukee Bucks,Washington Wizards,100,111
400578480,2014-11-22 00:00:00,Houston Rockets,Dallas Mavericks,95,92
